1-0-3-7-5-8	万
1-0-4-7-0-6	雪
1-0-4-7-0-7	雯
1-0-4-7-0-8	零
1-0-4-7-0-9	需
1-0-4-7-1-0	霈
1-0-4-7-1-1	霍
1-0-4-7-1-2	霞
1-0-4-7-1-3	青
1-0-4-7-1-4	鞋
1-0-4-7-1-5	韦
1-0-4-7-1-6	韩
1-0-4-7-1-7	顿
1-0-4-7-1-8	颖
1-0-4-7-1-9	颜
1-0-4-7-2-0	颤
1-0-4-7-2-1	飙
1-0-4-7-2-2	飞
1-0-4-7-2-3	饭
1-0-4-7-2-4	饮
1-0-4-7-2-5	饵
1-0-4-7-2-6	馄
1-0-4-7-2-7	馆
1-0-4-7-2-8	首
1-0-4-7-2-9	香
1-0-4-7-3-0	馨
1-0-4-7-3-1	马
1-0-4-7-3-2	驹
1-0-4-7-3-3	骄
1-0-4-7-3-4	驼
1-0-4-7-3-5	骉
1-0-4-7-3-6	骏
1-0-4-7-3-7	骑
1-0-4-7-3-8	骗
1-0-4-7-3-9	骞
1-0-4-7-4-0	骸
1-0-4-7-4-1	髓
1-0-4-7-4-2	鱼
1-0-4-7-4-3	鲁
1-0-4-7-4-4	鸿
1-0-4-7-4-5	鹅
1-0-4-7-4-6	融
1-0-4-7-4-7	鹰
1-0-4-7-4-8	麦
1-0-4-7-4-9	麻
1-0-4-7-5-0	麽
1-0-4-7-5-1	黁
1-0-4-7-5-2	黑
1-0-4-7-5-3	齿
1-0-4-7-5-4	七
1-0-4-7-5-5	三
1-0-4-7-5-6	专
1-0-4-7-5-7	丙
1-0-4-7-5-8	两
1-0-4-7-5-9	个
1-0-4-7-6-0	中
1-0-4-7-6-1	丰
1-0-4-7-6-2	为
1-0-4-7-6-3	主
1-0-4-7-6-4	义
1-0-4-7-6-5	乐
1-0-4-7-6-6	也
1-0-4-7-6-7	书
1-0-4-7-6-8	乱
1-0-4-7-6-9	予
1-0-4-7-7-0	事
1-0-4-7-7-1	云
1-0-4-7-7-2	五
1-0-4-7-7-3	交
1-0-4-7-7-4	亦
1-0-4-7-7-5	享
1-0-4-7-7-6	京
1-0-4-7-7-7	亮
1-0-4-7-7-8	人
1-0-4-7-7-9	亿
1-0-4-7-8-0	什
1-0-4-7-8-1	仁
1-0-4-7-8-2	从
1-0-4-7-8-3	仔
1-0-4-7-8-4	仝
1-0-4-7-8-5	代
1-0-4-7-8-6	令
1-0-4-7-8-7	们
1-0-4-7-8-8	件
1-0-4-7-8-9	仛
1-0-4-7-9-0	伐
1-0-4-7-9-1	休
1-0-4-7-9-2	优
1-0-4-7-9-3	伞
1-0-4-7-9-4	伟
1-0-4-7-9-5	传
1-0-4-7-9-6	伤
1-0-4-7-9-7	伴
1-0-4-7-9-8	伽
1-0-4-7-9-9	位
1-0-4-8-0-0	住
1-0-4-8-0-1	余
1-0-4-8-0-2	佛
1-0-4-8-0-3	佳
1-0-4-8-0-4	俏
1-0-4-8-0-5	俗
1-0-4-8-0-6	保
1-0-4-8-0-7	俩
1-0-4-8-0-8	倒
1-0-4-8-0-9	侯
1-0-4-8-1-0	倢
1-0-4-8-1-1	倷
1-0-4-8-1-2	偏
1-0-4-8-1-3	停
1-0-4-8-1-4	偷
1-0-4-8-1-5	像
1-0-4-8-1-6	允
1-0-4-8-1-7	充
1-0-4-8-1-8	光
1-0-4-8-1-9	克
1-0-4-8-2-0	公
1-0-4-8-2-1	六
1-0-4-8-2-2	兮
1-0-4-8-2-3	兵
1-0-4-8-2-4	其
1-0-4-8-2-5	兹
1-0-4-8-2-6	养
1-0-4-8-2-7	冇
1-0-4-8-2-8	冉
1-0-4-8-2-9	册
1-0-4-8-3-0	冬
1-0-4-8-3-1	冲
1-0-4-8-3-2	冻
1-0-4-8-3-3	净
1-0-4-8-3-4	凈
1-0-4-8-3-5	涼
1-0-4-8-3-6	凝
1-0-4-8-3-7	几
1-0-4-8-3-8	凤
1-0-4-8-3-9	凯
1-0-4-8-4-0	出
1-0-4-8-4-1	击
1-0-4-8-4-2	刑
1-0-4-8-4-3	划
1-0-4-8-4-4	刘
1-0-4-8-4-5	刚
1-0-4-8-4-6	别
1-0-4-8-4-7	到
1-0-4-8-4-8	刻
1-0-4-8-4-9	剁
1-0-4-8-5-0	剃
1-0-4-8-5-1	剥
1-0-4-8-5-2	剩
1-0-4-8-5-3	劈
1-0-4-8-5-4	力
1-0-4-8-5-5	加
1-0-4-8-5-6	劲
1-0-4-8-5-7	勒
1-0-4-8-5-8	化
1-0-4-8-5-9	匪
1-0-4-8-6-0	医
1-0-4-8-6-1	十
1-0-4-8-6-2	午
1-0-4-8-6-3	协
1-0-4-8-6-4	卡
1-0-4-8-6-5	危
1-0-4-8-6-6	即
1-0-4-8-6-7	卷
1-0-4-8-6-8	厄
1-0-4-8-6-9	厉
1-0-4-8-7-0	厚
1-0-4-8-7-1	击
1-0-4-8-7-2	县
1-0-4-8-7-3	友
1-0-4-8-7-4	双
1-0-4-8-7-5	叔
1-0-4-8-7-6	取
1-0-4-8-7-7	口
1-0-4-8-7-8	古
1-0-4-8-7-9	叭
1-0-4-8-8-0	右
1-0-4-8-8-1	叶
1-0-4-8-8-2	叨
1-0-4-8-8-3	叽
1-0-4-8-8-4	吃
1-0-4-8-8-5	各
1-0-4-8-8-6	吆
1-0-4-8-8-7	吉
1-0-4-8-8-8	同
1-0-4-8-8-9	名
1-0-4-8-9-0	吓
1-0-4-8-9-1	吕
1-0-4-8-9-2	吖
1-0-4-8-9-3	吨
1-0-4-8-9-4	含
1-0-4-8-9-5	听
1-0-4-8-9-6	吱
1-0-4-8-9-7	吴
1-0-4-8-9-8	吸
1-0-4-8-9-9	呀
1-0-4-9-0-0	呃
1-0-4-9-0-1	呆
1-0-4-9-0-2	呗
1-0-4-9-0-3	员
1-0-4-9-0-4	周
1-0-4-9-0-5	呸
1-0-4-9-0-6	呼
1-0-4-9-0-7	咂
1-0-4-9-0-8	和
1-0-4-9-0-9	咧
1-0-4-9-1-0	咱
1-0-4-9-1-1	哆
1-0-4-9-1-2	哇
1-0-4-9-1-3	哈
1-0-4-9-1-4	哉
1-0-4-9-1-5	哒
1-0-4-9-1-6	哟
1-0-4-9-1-7	哩
1-0-4-9-1-8	哪
1-0-4-9-1-9	哭
1-0-4-9-2-0	唯
1-0-4-9-2-1	唱
1-0-4-9-2-2	商
1-0-4-9-2-3	啊
1-0-4-9-2-4	啧
1-0-4-9-2-5	啰
1-0-4-9-2-6	啸
1-0-4-9-2-7	喀
1-0-4-9-2-8	喂
1-0-4-9-2-9	喬
1-0-4-9-3-0	喻
1-0-4-9-3-1	喽
1-0-4-9-3-2	嗉
1-0-4-9-3-3	嗎
1-0-4-9-3-4	晦
1-0-4-9-3-5	嗮
1-0-4-9-3-6	嗷
1-0-4-9-3-7	嘉
1-0-4-9-3-8	嘎
1-0-4-9-3-9	嘣
1-0-4-9-4-0	嘬
1-0-4-9-4-1	嘴
1-0-4-9-4-2	嘿
1-0-4-9-4-3	噴
1-0-4-9-4-4	噻
1-0-4-9-4-5	嚓
1-0-4-9-4-6	嚯
1-0-4-9-4-7	嚼
1-0-4-9-4-8	囉
1-0-4-9-4-9	回
1-0-4-9-5-0	团
1-0-4-9-5-1	圈
1-0-4-9-5-2	坊
1-0-4-9-5-3	坏
1-0-4-9-5-4	坤
1-0-4-9-5-5	垠
1-0-4-9-5-6	培
1-0-4-9-5-7	堡
1-0-4-9-5-8	塞
1-0-4-9-5-9	塵
1-0-4-9-6-0	壶
1-0-4-9-6-1	处
1-0-4-9-6-2	复
1-0-4-9-6-3	外
1-0-4-9-6-4	多
1-0-4-9-6-5	夜
1-0-4-9-6-6	失
1-0-4-9-6-7	头
1-0-4-9-6-8	夸
1-0-4-9-6-9	奇
1-0-4-9-7-0	奢
1-0-4-9-7-1	奶
1-0-4-9-7-2	她
1-0-4-9-7-3	妃
1-0-4-9-7-4	妤
1-0-4-9-7-5	妥
1-0-4-9-7-6	妹
1-0-4-9-7-7	妾
1-0-4-9-7-8	姪
1-0-4-9-7-9	姸
1-0-4-9-8-0	娃
1-0-4-9-8-1	娅
1-0-4-9-8-2	娇
1-0-4-9-8-3	娜
1-0-4-9-8-4	娟
1-0-4-9-8-5	娥
1-0-4-9-8-6	婊
1-0-4-9-8-7	婚
1-0-4-9-8-8	婵
1-0-4-9-8-9	婶
1-0-4-9-9-0	婿
1-0-4-9-9-1	媳
1-0-4-9-9-2	嫁
1-0-4-9-9-3	嫌
1-0-4-9-9-4	孃
1-0-4-9-9-5	孔
1-0-4-9-9-6	存
1-0-4-9-9-7	學
1-0-4-9-9-8	宁
1-0-4-9-9-9	它
1-0-5-0-0-0	宇
1-0-5-0-0-1	审
1-0-5-0-0-2	宫
1-0-5-0-0-3	宵
1-0-5-0-0-4	家
1-0-5-0-0-5	宽
1-0-5-0-0-6	寂
1-0-5-0-0-7	密
1-0-5-0-0-8	富
1-0-5-0-0-9	寓
1-0-5-0-1-0	寡
1-0-5-0-1-1	寮
1-0-5-0-1-2	寸
1-0-5-0-1-3	寻
1-0-5-0-1-4	寿
1-0-5-0-1-5	射
1-0-5-0-1-6	小
1-0-5-0-1-7	尖
1-0-5-0-1-8	尚
1-0-5-0-1-9	尜
1-0-5-0-2-0	就
1-0-5-0-2-1	尽
1-0-5-0-2-2	尿
1-0-5-0-2-3	屁
1-0-5-0-2-4	层
1-0-5-0-2-5	屆
1-0-5-0-2-6	屏
1-0-5-0-2-7	屑
1-0-5-0-2-8	屛
1-0-5-0-2-9	属
1-0-5-0-3-0	屯
1-0-5-0-3-1	山
1-0-5-0-3-2	岸
1-0-5-0-3-3	峡
1-0-5-0-3-4	崔
1-0-5-0-3-5	崧
1-0-5-0-3-6	左
1-0-5-0-3-7	巨
1-0-5-0-3-8	巷
1-0-5-0-3-9	巾
1-0-5-0-4-0	帅
1-0-5-0-4-1	希
1-0-5-0-4-2	帝
1-0-5-0-4-3	带
1-0-5-0-4-4	常
1-0-5-0-4-5	幂
1-0-5-0-4-6	干
1-0-5-0-4-7	年
1-0-5-0-4-8	并
1-0-5-0-4-9	幸
1-0-5-0-5-0	广
1-0-5-0-5-1	床
1-0-5-0-5-2	库
1-0-5-0-5-3	应
1-0-5-0-5-4	廖
1-0-5-0-5-5	延
1-0-5-0-5-6	异
1-0-5-0-5-7	弟
1-0-5-0-5-8	弧
1-0-5-0-5-9	弹
1-0-5-0-6-0	归
1-0-5-0-6-1	彩
1-0-5-0-6-2	彬
1-0-5-0-6-3	彭
1-0-5-0-6-4	彼
1-0-5-0-6-5	往
1-0-5-0-6-6	徐
1-0-5-0-6-7	态
1-0-5-0-6-8	怒
1-0-5-0-6-9	怕
1-0-5-0-7-0	思
1-0-5-0-7-1	怡
1-0-5-0-7-2	急
1-0-5-0-7-3	性
1-0-5-0-7-4	怯
1-0-5-0-7-5	怼
1-0-5-0-7-6	恋
1-0-5-0-7-7	恨
1-0-5-0-7-8	悔
1-0-5-0-7-9	悠
1-0-5-0-8-0	悦
1-0-5-0-8-1	愈
1-0-5-0-8-2	感
1-0-5-0-8-3	慧
1-0-5-0-8-4	憨
1-0-5-0-8-5	懂
1-0-5-0-8-6	戏
1-0-5-0-8-7	成
1-0-5-0-8-8	或
1-0-5-0-8-9	戛
1-0-5-0-9-0	戴
1-0-5-0-9-1	房
1-0-5-0-9-2	扎
1-0-5-0-9-3	扒
1-0-5-0-9-4	打
1-0-5-0-9-5	托
1-0-5-0-9-6	扫
1-0-5-0-9-7	扮
1-0-5-0-9-8	扯
1-0-5-0-9-9	扰
1-0-5-1-0-0	扶
1-0-5-1-0-1	批
1-0-5-1-0-2	承
1-0-5-1-0-3	抓
1-0-5-1-0-4	投
1-0-5-1-0-5	抗
1-0-5-1-0-6	折
1-0-5-1-0-7	抠
1-0-5-1-0-8	抢
1-0-5-1-0-9	拉
1-0-5-1-1-0	拌
1-0-5-1-1-1	拍
1-0-5-1-1-2	招
1-0-5-1-1-3	拜
1-0-5-1-1-4	拢
1-0-5-1-1-5	拳
1-0-5-1-1-6	持
1-0-5-1-1-7	挎
1-0-5-1-1-8	挤
1-0-5-1-1-9	挨
1-0-5-1-2-0	挪
1-0-5-1-2-1	振
1-0-5-1-2-2	挺
1-0-5-1-2-3	捎
1-0-5-1-2-4	捏
1-0-5-1-2-5	换
1-0-5-1-2-6	捣
1-0-5-1-2-7	掂
1-0-5-1-2-8	授
1-0-5-1-2-9	掐
1-0-5-1-3-0	探
1-0-5-1-3-1	接
1-0-5-1-3-2	掿
1-0-5-1-3-3	揭
1-0-5-1-3-4	援
1-0-5-1-3-5	搂
1-0-5-1-3-6	搞
1-0-5-1-3-7	摁
1-0-5-1-3-8	摆
1-0-5-1-3-9	摊
1-0-5-1-4-0	摸
1-0-5-1-4-1	撑
1-0-5-1-4-2	撰
1-0-5-1-4-3	撸
1-0-5-1-4-4	操
1-0-5-1-4-5	攒
1-0-5-1-4-6	收
1-0-5-1-4-7	政
1-0-5-1-4-8	故
1-0-5-1-4-9	效
1-0-5-1-5-0	敏
1-0-5-1-5-1	教
1-0-5-1-5-2	敢
1-0-5-1-5-3	数
1-0-5-1-5-4	敲
1-0-5-1-5-5	斗
1-0-5-1-5-6	料
1-0-5-1-5-7	曰
1-0-5-1-5-8	旧
1-0-5-1-5-9	旱
1-0-5-1-6-0	吋
1-0-5-1-6-1	旷
1-0-5-1-6-2	旺
1-0-5-1-6-3	昊
1-0-5-1-6-4	星
1-0-5-1-6-5	春
1-0-5-1-6-6	昭
1-0-5-1-6-7	晋
1-0-5-1-6-8	晒
1-0-5-1-6-9	晚
1-0-5-1-7-0	晧
1-0-5-1-7-1	智
1-0-5-1-7-2	暉
1-0-5-1-7-3	薯
1-0-5-1-7-4	暗
1-0-5-1-7-5	更
1-0-5-1-7-6	曹
1-0-5-1-7-7	曾
1-0-5-1-7-8	替
1-0-5-1-7-9	期
1-0-5-1-8-0	木
1-0-5-1-8-1	本
1-0-5-1-8-2	札
1-0-5-1-8-3	朱
1-0-5-1-8-4	杂
1-0-5-1-8-5	杞
1-0-5-1-8-6	束
1-0-5-1-8-7	条
1-0-5-1-8-8	来
1-0-5-1-8-9	杭
1-0-5-1-9-0	杰
1-0-5-1-9-1	松
1-0-5-1-9-2	析
1-0-5-1-9-3	林
1-0-5-1-9-4	枭
1-0-5-1-9-5	柠
1-0-5-1-9-6	柯
1-0-5-1-9-7	柳
1-0-5-1-9-8	柴
1-0-5-1-9-9	标
1-0-5-2-0-0	栋
1-0-5-2-0-1	树
1-0-5-2-0-2	栗
1-0-5-2-0-3	校
1-0-5-2-0-4	样
1-0-5-2-0-5	格
1-0-5-2-0-6	桂
1-0-5-2-0-7	桃
1-0-5-2-0-8	档
1-0-5-2-0-9	桧
1-0-5-2-1-0	梁
1-0-5-2-1-1	梅
1-0-5-2-1-2	梦
1-0-5-2-1-3	检
1-0-5-2-1-4	棉
1-0-5-2-1-5	棕
1-0-5-2-1-6	植
1-0-5-2-1-7	楊
1-0-5-2-1-8	榜
1-0-5-2-1-9	樊
1-0-5-2-2-0	檀
1-0-5-2-2-1	檫
1-0-5-2-2-2	櫈
1-0-5-2-2-3	歌
1-0-5-2-2-4	此
1-0-5-2-2-5	歪
1-0-5-2-2-6	歼
1-0-5-2-2-7	殭
1-0-5-2-2-8	殺
1-0-5-2-2-9	每
1-0-5-2-3-0	毛
1-0-5-2-3-1	氏
1-0-5-2-3-2	永
1-0-5-2-3-3	求
1-0-5-2-3-4	冮
1-0-5-2-3-5	污
1-0-5-2-3-6	沃
1-0-5-2-3-7	沈
1-0-5-2-3-8	殳
1-0-5-2-3-9	沙
1-0-5-2-4-0	沟
1-0-5-2-4-1	沧
1-0-5-2-4-2	河
1-0-5-2-4-3	油
1-0-5-2-4-4	法
1-0-5-2-4-5	波
1-0-5-2-4-6	泥
1-0-5-2-4-7	泰
1-0-5-2-4-8	泵
1-0-5-2-4-9	泽
1-0-5-2-5-0	洋
1-0-5-2-5-1	洗
1-0-5-2-5-2	洞
1-0-5-2-5-3	浑
1-0-5-2-5-4	浩
1-0-5-2-5-5	浪
1-0-5-2-5-6	浮
1-0-5-2-5-7	海
1-0-5-2-5-8	涵
1-0-5-2-5-9	淘
1-0-5-2-6-0	深
1-0-5-2-6-1	淼
1-0-5-2-6-2	凊
1-0-5-2-6-3	渍
1-0-5-2-6-4	渗
1-0-5-2-6-5	渣
1-0-5-2-6-6	游
1-0-5-2-6-7	湖
1-0-5-2-6-8	湴
1-0-5-2-6-9	源
1-0-5-2-7-0	溜
1-0-5-2-7-1	滑
1-0-5-2-7-2	滚
1-0-5-2-7-3	滴
1-0-5-2-7-4	潍
1-0-5-2-7-5	潞
1-0-5-2-7-6	潮
1-0-5-2-7-7	灌
1-0-5-2-7-8	灭
1-0-5-2-7-9	炒
1-0-5-2-8-0	炖
1-0-5-2-8-1	炜
1-0-5-2-8-2	炮
1-0-5-2-8-3	烂
1-0-5-2-8-4	烦
1-0-5-2-8-5	焉
1-0-5-2-8-6	熔
1-0-5-2-8-7	熠
1-0-5-2-8-8	燮
1-0-5-2-8-9	爆
1-0-5-2-9-0	爹
1-0-5-2-9-1	爽
1-0-5-2-9-2	片
1-0-5-2-9-3	牌
1-0-5-2-9-4	牙
1-0-5-2-9-5	牢
1-0-5-2-9-6	牧
1-0-5-2-9-7	特
1-0-5-2-9-8	狗
1-0-5-2-9-9	猜
1-0-5-3-0-0	猪
1-0-5-3-0-1	猫
1-0-5-3-0-2	猴
1-0-5-3-0-3	猿
1-0-5-3-0-4	獭
1-0-5-3-0-5	玈
1-0-5-3-0-6	玉
1-0-5-3-0-7	王
1-0-5-3-0-8	玥
1-0-5-3-0-9	玩
1-0-5-3-1-0	环
1-0-5-3-1-1	现
1-0-5-3-1-2	玲
1-0-5-3-1-3	玻
1-0-5-3-1-4	珏
1-0-5-3-1-5	珠
1-0-5-3-1-6	珪
1-0-5-3-1-7	理
1-0-5-3-1-8	琦
1-0-5-3-1-9	琪
1-0-5-3-2-0	琳
1-0-5-3-2-1	璐
1-0-5-3-2-2	瓜
1-0-5-3-2-3	瓢
1-0-5-3-2-4	瓷
1-0-5-3-2-5	甘
1-0-5-3-2-6	由
1-0-5-3-2-7	甲
1-0-5-3-2-8	申
1-0-5-3-2-9	电
1-0-5-3-3-0	画
1-0-5-3-3-1	疙
1-0-5-3-3-2	疤
1-0-5-3-3-3	疯
1-0-5-3-3-4	病
1-0-5-3-3-5	痣
1-0-5-3-3-6	痰
1-0-5-3-3-7	痴
1-0-5-3-3-8	瘦
1-0-5-3-3-9	皂
1-0-5-3-4-0	皮
1-0-5-3-4-1	盈
1-0-5-3-4-2	盏
1-0-5-3-4-3	盒
1-0-5-3-4-4	盘
1-0-5-3-4-5	目
1-0-5-3-4-6	省
1-0-5-3-4-7	眠
1-0-5-3-4-8	着
1-0-5-3-4-9	睇
1-0-5-3-5-0	睬
1-0-5-3-5-1	瞎
1-0-5-3-5-2	短
1-0-5-3-5-3	石
1-0-5-3-5-4	码
1-0-5-3-5-5	研
1-0-5-3-5-6	破
1-0-5-3-5-7	硅
1-0-5-3-5-8	硕
1-0-5-3-5-9	硪
1-0-5-3-6-0	碌
1-0-5-3-6-1	碍
1-0-5-3-6-2	碜
1-0-5-3-6-3	碣
1-0-5-3-6-4	磊
1-0-5-3-6-5	磕
1-0-5-3-6-6	社
1-0-5-3-6-7	祖
1-0-5-3-6-8	祛
1-0-5-3-6-9	票
1-0-5-3-7-0	祷
1-0-5-3-7-1	福
1-0-5-3-7-2	禧
1-0-5-3-7-3	离
1-0-5-3-7-4	私
1-0-5-3-7-5	秋
1-0-5-3-7-6	种
1-0-5-3-7-7	科
1-0-5-3-7-8	秘
1-0-5-3-7-9	租
1-0-5-3-8-0	秦
1-0-5-3-8-1	秧
1-0-5-3-8-2	穷
1-0-5-3-8-3	空
1-0-5-3-8-4	穿
1-0-5-3-8-5	窝
1-0-5-3-8-6	立
1-0-5-3-8-7	站
1-0-5-3-8-8	笛
1-0-5-3-8-9	策
1-0-5-3-9-0	筹
1-0-5-3-9-1	篮
1-0-5-3-9-2	籍
1-0-5-3-9-3	米
1-0-5-3-9-4	粗
1-0-5-3-9-5	粥
1-0-5-3-9-6	系
1-0-5-3-9-7	红
1-0-5-3-9-8	缅
1-0-5-3-9-9	經
1-0-5-4-0-0	緊
1-0-5-4-0-1	繁
1-0-5-4-0-2	红
1-0-5-4-0-3	约
1-0-5-4-0-4	级
1-0-5-4-0-5	纪
1-0-5-4-0-6	纯
1-0-5-4-0-7	纵
1-0-5-4-0-8	纽
1-0-5-4-0-9	线
1-0-5-4-1-0	练
1-0-5-4-1-1	绅
1-0-5-4-1-2	绑
1-0-5-4-1-3	结
1-0-5-4-1-4	绥
1-0-5-4-1-5	绩
1-0-5-4-1-6	续
1-0-5-4-1-7	维
1-0-5-4-1-8	缇
1-0-5-4-1-9	罍
1-0-5-4-2-0	网
1-0-5-4-2-1	羞
1-0-5-4-2-2	翟
1-0-5-4-2-3	翩
1-0-5-4-2-4	老
1-0-5-4-2-5	考
1-0-5-4-2-6	耍
1-0-5-4-2-7	耶
1-0-5-4-2-8	聚
1-0-5-4-2-9	肇
1-0-5-4-3-0	肖
1-0-5-4-3-1	股
1-0-5-4-3-2	肤
1-0-5-4-3-3	肥
1-0-5-4-3-4	肽
1-0-5-4-3-5	肿
1-0-5-4-3-6	胀
1-0-5-4-3-7	胖
1-0-5-4-3-8	胚
1-0-5-4-3-9	胜
1-0-5-4-4-0	脖
1-0-5-4-4-1	脸
1-0-5-4-4-2	脾
1-0-5-4-4-3	腊
1-0-5-4-4-4	腐
1-0-5-4-4-5	腠
1-0-5-4-4-6	腰
1-0-5-4-4-7	腹
1-0-5-4-4-8	腿
1-0-5-4-4-9	膜
1-0-5-4-5-0	臂
1-0-5-4-5-1	臊
1-0-5-4-5-2	至
1-0-5-4-5-3	舒
1-0-5-4-5-4	舔
1-0-5-4-5-5	舟
1-0-5-4-5-6	船
1-0-5-4-5-7	艾
1-0-5-4-5-8	节
1-0-5-4-5-9	芃
1-0-5-4-6-0	芒
1-0-5-4-6-1	芝
1-0-5-4-6-2	芳
1-0-5-4-6-3	芷
1-0-5-4-6-4	苔
1-0-5-4-6-5	苗
1-0-5-4-6-6	若
1-0-5-4-6-7	苦
1-0-5-4-6-8	英
1-0-5-4-6-9	茚
1-0-5-4-7-0	茫
1-0-5-4-7-1	茵
1-0-5-4-7-2	茶
1-0-5-4-7-3	荀
1-0-5-4-7-4	荊
1-0-5-4-7-5	荡
1-0-5-4-7-6	莎
1-0-5-4-7-7	莪
1-0-5-4-7-8	莲
1-0-5-4-7-9	获
1-0-5-4-8-0	莹
1-0-5-4-8-1	莺
1-0-5-4-8-2	莽
1-0-5-4-8-3	菜
1-0-5-4-8-4	菠
1-0-5-4-8-5	菡
1-0-5-4-8-6	菲
1-0-5-4-8-7	萃
1-0-5-4-8-8	萌
1-0-5-4-8-9	萱
1-0-5-4-9-0	葛
1-0-5-4-9-1	葡
1-0-5-4-9-2	董
1-0-5-4-9-3	蒽
1-0-5-4-9-4	蓉
1-0-5-4-9-5	蓝
1-0-5-4-9-6	蓿
1-0-5-4-9-7	蔡
1-0-5-4-9-8	蔫
1-0-5-4-9-9	蔬
1-0-5-5-0-0	薄
1-0-5-5-0-1	藕
1-0-5-5-0-2	虑
1-0-5-5-0-3	虹
1-0-5-5-0-4	虽
1-0-5-5-0-5	蚕
1-0-5-5-0-6	蛮
1-0-5-5-0-7	蝉
1-0-5-5-0-8	蝴
1-0-5-5-0-9	蝶
1-0-5-5-1-0	融
1-0-5-5-1-1	蠢
1-0-5-5-1-2	蠻
1-0-5-5-1-3	行
1-0-5-5-1-4	街
1-0-5-5-1-5	袁
1-0-5-5-1-6	袋
1-0-5-5-1-7	袖
1-0-5-5-1-8	被
1-0-5-5-1-9	装
1-0-5-5-2-0	裕
1-0-5-5-2-1	裘
1-0-5-5-2-2	裝
1-0-5-5-2-3	裤
1-0-5-5-2-4	西
1-0-5-5-2-5	見
1-0-5-5-2-6	親
1-0-5-5-2-7	覺
1-0-5-5-2-8	觀
1-0-5-5-2-9	见
1-0-5-5-3-0	觅
1-0-5-5-3-1	觜
1-0-5-5-3-2	該
1-0-5-5-3-3	講
1-0-5-5-3-4	讥
1-0-5-5-3-5	让
1-0-5-5-3-6	训
1-0-5-5-3-7	议
1-0-5-5-3-8	许
1-0-5-5-3-9	论
1-0-5-5-4-0	询
1-0-5-5-4-1	该
1-0-5-5-4-2	语
1-0-5-5-4-3	说
1-0-5-5-4-4	诺
1-0-5-5-4-5	读
1-0-5-5-4-6	谁
1-0-5-5-4-7	谨
1-0-5-5-4-8	象
1-0-5-5-4-9	貌
1-0-5-5-5-0	負
1-0-5-5-5-1	賣
1-0-5-5-5-2	贝
1-0-5-5-5-3	负
1-0-5-5-5-4	贡
1-0-5-5-5-5	财
1-0-5-5-5-6	货
1-0-5-5-5-7	贱
1-0-5-5-5-8	贴
1-0-5-5-5-9	贼
1-0-5-5-6-0	赖
1-0-5-5-6-1	赠
1-0-5-5-6-2	赢
1-0-5-5-6-3	赤
1-0-5-5-6-4	走
1-0-5-5-6-5	超
1-0-5-5-6-6	趣
1-0-5-5-6-7	趴
1-0-5-5-6-8	跃
1-0-5-5-6-9	跟
1-0-5-5-7-0	踅
1-0-5-5-7-1	踏
1-0-5-5-7-2	蹦
1-0-5-5-7-3	蹭
1-0-5-5-7-4	身
1-0-5-5-7-5	躲
1-0-5-5-7-6	躺
1-0-5-5-7-7	车
1-0-5-5-7-8	轩
1-0-5-5-7-9	轲
1-0-5-5-8-0	轻
1-0-5-5-8-1	载
1-0-5-5-8-2	输
1-0-5-5-8-3	辙
1-0-5-5-8-4	辜
1-0-5-5-8-5	辞
1-0-5-5-8-6	边
1-0-5-5-8-7	达
1-0-5-5-8-8	过
1-0-5-5-8-9	运
1-0-5-5-9-0	返
1-0-5-5-9-1	连
1-0-5-5-9-2	迟
1-0-5-5-9-3	迩
1-0-5-5-9-4	退
1-0-5-5-9-5	透
1-0-5-5-9-6	通
1-0-5-5-9-7	逢
1-0-5-5-9-8	遍
1-0-5-5-9-9	遥
1-0-5-6-0-0	遵
1-0-5-6-0-1	避
1-0-5-6-0-2	邀
1-0-5-6-0-3	邱
1-0-5-6-0-4	邵
1-0-5-6-0-5	邹
1-0-5-6-0-6	部
1-0-5-6-0-7	都
1-0-5-6-0-8	酬
1-0-5-6-0-9	酱
1-0-5-6-1-0	酵
1-0-5-6-1-1	酷
1-0-5-6-1-2	采
1-0-5-6-1-3	释
1-0-5-6-1-4	钝
1-0-5-6-1-5	钱
1-0-5-6-1-6	铂
1-0-5-6-1-7	铜
1-0-5-6-1-8	铠
1-0-5-6-1-9	铰
1-0-5-6-2-0	铺
1-0-5-6-2-1	链
1-0-5-6-2-2	锁
1-0-5-6-2-3	锋
1-0-5-6-2-4	锚
1-0-5-6-2-5	锦
1-0-5-6-2-6	镇
1-0-5-6-2-7	镬
1-0-5-6-2-8	长
1-0-5-6-2-9	门
1-0-5-6-3-0	闲
1-0-5-6-3-1	间
1-0-5-6-3-2	闷
1-0-5-6-3-3	闸
1-0-5-6-3-4	闻
1-0-5-6-3-5	阀
1-0-5-6-3-6	阁
1-0-5-6-3-7	阔
1-0-5-6-3-8	队
1-0-5-6-3-9	阳
1-0-5-6-4-0	阵
1-0-5-6-4-1	阶
1-0-5-6-4-2	附
1-0-5-6-4-3	际
1-0-5-6-4-4	陈
1-0-5-6-4-5	陪
1-0-5-6-4-6	陵
1-0-5-6-4-7	难
1-0-5-6-4-8	雒
1-0-5-6-4-9	零
1-0-5-6-5-0	霖
1-0-5-6-5-1	霜
1-0-5-6-5-2	露
1-0-5-6-5-3	霸
1-0-5-6-5-4	非
